,"Jan 21 - 31, 24","Feb 24","Mar 24","Apr 24","May 24","Jun 24","Jul 24","Aug 24","Sep 24","Oct 24","Nov 24","Dec 24","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"PA/560 G-10 (Bulk Roll 83""x65'   PA/560 G-10 (2x20)M)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,14140.20,1.1%,707.01,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,14140.20,0.1%,707.01
"PA/560 G-10 Cut Media (Cut Piece PA/560 G-10)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,595.68,0.0%,99.28,0.00,0.00,0.0%,0.00,1,0.00,0.0%,0.00,370,1603.50,0.2%,4.33,0.00,0.00,0.0%,0.00,66,967.10,0.1%,14.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,443.00,3166.28,0.0%,7.15
"PAR 20 BLUE MEDIA (26½"" x 20' x 2"" BLUE)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,345.12,0.0%,19.17,16,725.12,0.0%,45.32,20,906.40,0.1%,45.32,0.00,0.00,0.0%,0.00,10,453.20,0.0%,45.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,64.00,2429.84,0.0%,37.97
"PAR 20 GREEN Cut Pad (24""x18'x2""  GREEN)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32,223.60,0.0%,6.99,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32.00,223.60,0.0%,6.99
"PES5P1F  Water Filter (PES5P1F-WE 5  Water Filter    5 mic  )",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40,324.00,0.0%,8.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40.00,324.00,0.0%,8.10
"PF12242N (12x24x2, Galvanized Frame, Expanded Metal Mesh One Side)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,118.36,0.0%,59.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,355.08,0.0%,59.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,236.72,0.0%,59.18,12.00,710.16,0.0%,59.18
"PF24242N (24x24x2, Galvanized Frame, Expanded Metal Mesh One Side)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,169.10,0.0%,84.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,507.30,0.1%,84.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,338.20,0.0%,84.55,12.00,1014.60,0.0%,84.55
"PH310-01-C (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,910.40,0.1%,56.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,910.40,0.0%,56.90
"PH312-01-CG (PH312-01-CG Hilco Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,744.00,0.1%,93.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,744.00,0.0%,93.00
"PH414-12-CGV (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,12,1416.00,0.1%,118.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,502.00,0.0%,125.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,1918.00,0.0%,119.88
"PH426-03-CG1V (HILCO Pleated Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,1458.60,0.1%,121.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32,3717.44,0.4%,116.17,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44.00,5176.04,0.0%,117.64
"PH426-12-CG1V (HILCO Pleated Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,1700.04,0.2%,141.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,1700.04,0.0%,141.67
"PH511-12-C (HILCO HP Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,416.00,0.0%,104.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,416.00,0.0%,104.00
"PH518-12-CG (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,718.00,0.1%,179.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,718.00,0.0%,179.50
"PH530-03-CGV (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,4942.00,0.4%,247.10,30,7413.00,0.6%,247.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,50.00,12355.00,0.1%,247.10
"PH530-03-CGVJ (HILCO ANTI-STATIC CARTRIDGE)",0.00,0.00,0.0%,0.00,20,7280.00,0.6%,364.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,4368.00,0.3%,364.00,8,3064.00,0.2%,383.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40.00,14712.00,0.1%,367.80
"PH718-01-CN (PH718-01-CNVGE HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,2540.00,0.2%,127.00,144,15410.40,1.2%,107.02,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,508.00,0.0%,127.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,168.00,18458.40,0.1%,109.87
"PH718-03-CN (HILCO Filter Element)",0.00,0.00,0.0%,0.00,36,4032.00,0.3%,112.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36.00,4032.00,0.0%,112.00
"PH718-11-CN (HILCO Filter Element)",0.00,0.00,0.0%,0.00,36,5904.00,0.5%,164.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,557.60,0.0%,139.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,2324.28,0.2%,193.69,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,52.00,8785.88,0.1%,168.96
"PH730-01-CG1VGE (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,5208.00,0.4%,434.00,12.00,5208.00,0.0%,434.00
"PH739-03-CG (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,5120.00,0.3%,256.00,20,5120.00,0.3%,256.00,0.00,0.00,0.0%,0.00,12,2976.00,0.2%,248.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,52.00,13216.00,0.1%,254.15
"PH739-03-CGV (HILCO FILTER ELEMENT)",4,1208.00,0.2%,302.00,4,1208.00,0.1%,302.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,1812.00,0.1%,302.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,4228.00,0.0%,302.00
"PH739-05-CG (HILCO Pleated Industrial Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26,8703.50,0.5%,334.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,3974.40,0.3%,331.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,38.00,12677.90,0.1%,333.63
"PH739-12-CG (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,1077.28,0.1%,269.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,1077.28,0.0%,269.32
"PH739-12-CGV (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,2172.00,0.1%,362.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,2172.00,0.0%,362.00
"PL310-12-BC (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,248.40,0.0%,62.10,0.00,0.00,0.0%,0.00,8,496.80,0.0%,62.10,12.00,745.20,0.0%,62.10
"PL511-05-C (PL511-05-C Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,352.00,0.0%,44.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,352.00,0.0%,44.00
"PL511-10-C (HILCO 511 SAFEGARD CARTRIDGE)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,808.00,0.1%,40.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,808.00,0.0%,40.40
"PL511-12-C (Hilco Hyflow Oil Filter PL511-12-C)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,268.00,0.0%,67.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,268.00,0.0%,67.00
"PL518-05-C (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,312.00,0.0%,78.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,288.00,0.0%,72.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,600.00,0.0%,75.00
"PL518-10-C (PL518-10-C Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,674.00,0.0%,84.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,674.00,0.0%,84.25
"PL718-03-CN (HILCO Lube Oil Filter Element  (Direct Replacement for KAYDON A910113))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32,1475.20,0.1%,46.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,1296.00,0.1%,54.00,56.00,2771.20,0.0%,49.49
"PL718-05-CN (PL718-05-CN Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,866.16,0.1%,36.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,866.16,0.0%,36.09
"PL718-10-CN (Seal Oil Filter Cartridge  (Direct Replacement for Parker FP718-10 ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,1019.20,0.1%,42.47,8,344.00,0.0%,43.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32.00,1363.20,0.0%,42.60
"PL718-12-CN (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,744.00,0.1%,62.00,28,1736.00,0.2%,62.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40.00,2480.00,0.0%,62.00
"POG10P2SH (10u #2 Bag Polypro/Felt Glzd POG10P2SH)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,1764.00,0.1%,8.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200.00,1764.00,0.0%,8.82
"POG5P2SH (5u #2 Bag Polypro/Felt Glzd	POG5P2SH)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,2186.00,0.2%,10.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200.00,2186.00,0.0%,10.93
"Poly Panel-Special (Poly Panel Special)",0.00,0.00,0.0%,0.00,54,353.10,0.0%,6.54,11,223.14,0.0%,20.29,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,712.57,0.1%,14.85,41,629.43,0.0%,15.35,65,1039.05,0.1%,15.99,42,646.51,0.1%,15.39,0.00,0.00,0.0%,0.00,41,629.43,0.1%,15.35,21,554.00,0.0%,26.38,323.00,4787.23,0.0%,14.82
"PSB/290 Cut Pad (PSB/290S Cut Piece)",10,6710.00,1.2%,671.00,0.00,0.00,0.0%,0.00,215,3379.10,0.2%,15.72,185,1413.40,0.1%,7.64,0.00,0.00,0.0%,0.00,17,1380.40,0.1%,81.20,3,1440.20,0.1%,480.07,200,1528.00,0.2%,7.64,8,11756.38,1.2%,1469.55,8,649.60,0.1%,81.20,20,1624.00,0.2%,81.20,0.00,0.00,0.0%,0.00,666.00,29881.08,0.2%,44.87
"PSB/290 S Roll (PSB/290S Viledon Bulk Roll 78.75"" x 65'6"")",0.00,0.00,0.0%,0.00,2,1780.00,0.1%,890.00,2,26.48,0.0%,13.24,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,26.48,0.0%,13.24,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,1832.96,0.0%,305.49
"R1- Bulk Roll (70"" x 98.4' R1-  Bulk Roll)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,1243.00,0.1%,1243.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,1243.00,0.1%,1243.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,2486.00,0.0%,1243.00
"R1/05 (VILEDON 20x25x2 R1 Panel Filter (20/box))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40,687.60,0.1%,17.19,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40.00,687.60,0.0%,17.19
"RBGC75A3.75 (RBGC75A3.75 Resin Bonded Filter Cartridge, 75 Micron, 3.75"" Length  ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,285.00,0.0%,14.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,285.00,0.0%,14.25
"S15-2522 (S15 Media 25.5 x 22.75  Equivalent to  FILTER, PRE, PAD, SNGF  Pre Filt...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,160,2974.40,0.2%,18.59,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,160.00,2974.40,0.0%,18.59
"S15 Media pads SHW20",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,749.00,0.1%,3.75,3,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,300,1233.00,0.1%,4.11,0.00,0.00,0.0%,0.00,100,434.00,0.0%,4.34,603.00,2416.00,0.0%,4.01
"SBG-SPECIAL",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,792.00,0.1%,198.00,12,2376.00,0.2%,198.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,3168.00,0.0%,198.00
"SBG12241263 (12x24x12 3 Pocket Filter 65% Synthetic Special Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,196.14,0.0%,32.69,0.00,0.00,0.0%,0.00,6.00,196.14,0.0%,32.69
"SBG12241594 (12x24x15, MERV 15 Depth Loading Synthetic Pocket Filter (4 pocket))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,83.02,0.0%,83.02,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,56.48,0.0%,28.24,3.00,139.50,0.0%,46.50
"SBG122421-95 (12x24x21 3 Pocket Bag Filter 95% Synthetic Special Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,294.96,0.0%,36.87,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,294.96,0.0%,36.87
"SBG202021-95 (20x20x21 6 Pocket Bag Filter 95% Synthetic Special Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,82,4506.72,0.4%,54.96,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,82.00,4506.72,0.0%,54.96
"SBG20241295 (20x24x12 Bag Filter 95% Synthetic Special Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,155.84,0.0%,38.96,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,155.84,0.0%,38.96
"SBG202421-95 (20x24x21 6 Pocket Bag Filter 95% Synthetic Special Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,78,4295.46,0.3%,55.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,78.00,4295.46,0.0%,55.07
"SBG20242298 (20x24x22 Merv 15 Depth Load Sythetic 8-P)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,556.10,0.0%,55.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10.00,556.10,0.0%,55.61
"SBG24241266E (24x24x12 6 Pocket Bag Filter 65% Synthetic Special Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,1075.68,0.1%,44.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,1075.68,0.1%,44.82,0.00,0.00,0.0%,0.00,48.00,2151.36,0.0%,44.82
