,"Jan 21 - 31, 25","Feb 25","Mar 25","Apr 25","May 25","Jun 25","Jul 25","Aug 25","Sep 25","Oct 25","Nov 25","Dec 25","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"ZLN20201AC (20x20x1 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,612.00,0.1%,12.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48.00,612.00,0.0%,12.75
"ZLN20202AC (20x20x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,92,1843.12,0.2%,20.03,0.00,0.00,0.0%,0.00,12,225.00,0.0%,18.75,92,1843.12,0.1%,20.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,92,1843.12,0.2%,20.03,12,237.00,0.0%,19.75,92,1843.12,0.2%,20.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,392.00,7834.48,0.1%,19.99
"ZLN202044AC (20x20x4 Carbon Impregnated Pleat)",6,165.78,0.0%,27.63,20,401.40,0.0%,20.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,165.78,0.0%,27.63,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32.00,732.96,0.0%,22.91
"ZLN20242AC (20x24x2 Carbon Impregnated Pleat)",6,134.88,0.0%,22.48,87,1954.48,0.2%,22.47,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,87,1954.48,0.1%,22.47,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,87,1954.48,0.2%,22.47,2,44.96,0.0%,22.48,87,1954.48,0.2%,22.47,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,356.00,7997.76,0.1%,22.47
"ZLN20244AC (20x24x4 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,15,490.65,0.0%,32.71,24,804.00,0.0%,33.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,39.00,1294.65,0.0%,33.20
"ZLN24242AC (24x24x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,46,3149.52,0.3%,68.47,12,1449.96,0.1%,120.83,0.00,0.00,0.0%,0.00,18,466.80,0.0%,25.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30,1916.76,0.2%,63.89,0.00,0.00,0.0%,0.00,54,1411.08,0.1%,26.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,160.00,8394.12,0.1%,52.46
"ZLN24244AC (24x24x4 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,31,1014.01,0.1%,32.71,0.00,0.00,0.0%,0.00,2,107.76,0.0%,53.88,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,107.76,0.0%,53.88,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,107.76,0.0%,53.88,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,37.00,1337.29,0.0%,36.14
"ZLP10101 (10x10x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,5.45,0.0%,5.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,5.45,0.0%,5.45,0.00,0.00,0.0%,0.00,2,8.88,0.0%,4.44,0.00,0.00,0.0%,0.00,13,48.17,0.0%,3.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,43.60,0.0%,4.84,26.00,111.55,0.0%,4.29
"ZLP10161 (10x16x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.22,0.0%,9.11,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.22,0.0%,9.11,0.00,0.00,0.0%,0.00,2,18.22,0.0%,9.11,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.22,0.0%,9.11,8.00,72.88,0.0%,9.11
"ZLP10174SP (10 ½ x 17 ½ x 4 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,5,100.20,0.0%,20.04,0.00,0.00,0.0%,0.00,1,20.04,0.0%,20.04,3,60.12,0.0%,20.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,100.20,0.0%,20.04,14.00,280.56,0.0%,20.04
"ZLP10194SP (10 ½ x 19 x 4 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,4,89.28,0.0%,22.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,89.28,0.0%,22.32,8.00,178.56,0.0%,22.32
"ZLP10201 (10x20x1 MERV10 Standard Capacity Pleat)",3,14.17,0.0%,4.72,23,113.16,0.0%,4.92,160,749.96,0.0%,4.69,0.00,0.00,0.0%,0.00,10,54.21,0.0%,5.42,28,127.72,0.0%,4.56,4,18.90,0.0%,4.73,8,36.32,0.0%,4.54,23,115.48,0.0%,5.02,127,600.69,0.1%,4.73,4,18.92,0.0%,4.73,10,45.72,0.0%,4.57,400.00,1895.25,0.0%,4.74
"ZLP10202 (10x20x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,114,642.06,0.0%,5.63,504,2877.84,0.3%,5.71,420,2398.20,0.2%,5.71,656,3745.76,0.4%,5.71,1524,8702.04,1.0%,5.71,978,5576.82,0.3%,5.70,4196.00,23942.72,0.2%,5.71
"ZLP10204SP (10x20x4 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,123.40,0.0%,30.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,123.40,0.0%,30.85,8.00,246.80,0.0%,30.85
"ZLP10241 (10x24x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,6,52.38,0.0%,8.73,7,58.80,0.0%,8.40,0.00,0.00,0.0%,0.00,6,52.38,0.0%,8.73,7,58.80,0.0%,8.40,0.00,0.00,0.0%,0.00,13,111.18,0.0%,8.55,12,104.76,0.0%,8.73,6,52.38,0.0%,8.73,0.00,0.00,0.0%,0.00,13,112.08,0.0%,8.62,70.00,602.76,0.0%,8.61
"ZLP10252SP (10x25x2 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,10,124.30,0.0%,12.43,1,14.82,0.0%,14.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.82,0.0%,14.82,0.00,0.00,0.0%,0.00,1,12.73,0.0%,12.73,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,12.73,0.0%,12.73,14.00,179.40,0.0%,12.81
"ZLP10262SP (10x26x2 Special  MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,477.60,0.0%,19.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,466.92,0.0%,12.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60.00,944.52,0.0%,15.74
"ZLP10302SP (10x30x2 NOMINAL - Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,17,243.10,0.0%,14.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,17,243.10,0.0%,14.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,34.00,486.20,0.0%,14.30
"ZLP10401SP (10x40x1 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,89.79,0.0%,29.93,0.00,0.00,0.0%,0.00,12,359.16,0.0%,29.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,15.00,448.95,0.0%,29.93
"ZLP10441SP (10x44x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,5,139.65,0.0%,27.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,139.65,0.0%,27.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,139.65,0.0%,27.93,0.00,0.00,0.0%,0.00,5,139.65,0.0%,27.93,0.00,0.00,0.0%,0.00,5,143.90,0.0%,28.78,25.00,702.50,0.0%,28.10
"ZLP10801SP (10x80x1 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,76.60,0.0%,38.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,76.60,0.0%,38.30
"ZLP11141SP (11x14x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.61,0.0%,9.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.61,0.0%,9.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,19.22,0.0%,9.61
"ZLP11194SP (11.375 x 19 x 4 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,14,312.48,0.0%,22.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30,669.60,0.0%,22.32,44.00,982.08,0.0%,22.32
"ZLP11261SP (11x26x1 Special  MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,144.88,0.0%,18.11,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,144.88,0.0%,18.11
"ZLP11262SP (11x26x2 Special  MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,160.08,0.0%,20.01,0.00,0.00,0.0%,0.00,8.00,160.08,0.0%,20.01
"ZLP11264SP (11.375 x 26.875 x 4 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,17,470.05,0.0%,27.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27,746.55,0.0%,27.65,44.00,1216.60,0.0%,27.65
"ZLP12121 (12x12x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,5.50,0.0%,5.50,12,64.56,0.0%,5.38,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,64.56,0.0%,5.38,4,23.40,0.0%,5.85,12,64.56,0.0%,5.38,3,17.79,0.0%,5.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,129.12,0.0%,5.38,68.00,369.49,0.0%,5.43
"ZLP12122 (12x12x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27,159.43,0.0%,5.90,20,94.60,0.0%,4.73,0.00,0.00,0.0%,0.00,3,16.39,0.0%,5.46,12,71.52,0.0%,5.96,3,16.39,0.0%,5.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,46,273.90,0.0%,5.95,111.00,632.23,0.0%,5.70
"ZLP12162SP (12x16x2 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,2,20.06,0.0%,10.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,20.06,0.0%,10.03,0.00,0.00,0.0%,0.00,2,20.06,0.0%,10.03,0.00,0.00,0.0%,0.00,2,20.06,0.0%,10.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,80.24,0.0%,10.03
"ZLP12201 (12x20x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,7,39.80,0.0%,5.69,18,83.68,0.0%,4.65,2,9.40,0.0%,4.70,6,35.10,0.0%,5.85,13,62.18,0.0%,4.78,3,14.19,0.0%,4.73,1,4.70,0.0%,4.70,6,35.10,0.0%,5.85,15,71.58,0.0%,4.77,11,52.69,0.0%,4.79,4,19.16,0.0%,4.79,86.00,427.58,0.0%,4.97
"ZLP12202 (12x20x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,14.46,0.0%,4.82,1,4.84,0.0%,4.84,5,59.05,0.0%,11.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,87.51,0.0%,10.94,0.00,0.00,0.0%,0.00,8,87.51,0.0%,10.94,2,9.62,0.0%,4.81,0.00,0.00,0.0%,0.00,27.00,262.99,0.0%,9.74
"ZLP12241 (12x24x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,6,26.70,0.0%,4.45,69,307.72,0.0%,4.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,11,49.40,0.0%,4.49,0.00,0.00,0.0%,0.00,5,22.70,0.0%,4.54,10,45.80,0.0%,4.58,6,28.02,0.0%,4.67,10,45.80,0.0%,4.58,5,24.04,0.0%,4.81,122.00,550.18,0.0%,4.51
"ZLP12242 (12x24x2 MERV10 Standard Capacity Pleat)",32,150.68,0.0%,4.71,171,842.49,0.1%,4.93,164,760.77,0.0%,4.64,112,542.18,0.0%,4.84,164,1007.05,0.0%,6.14,223,1069.00,0.1%,4.79,168,873.71,0.1%,5.20,244,1349.50,0.1%,5.53,108,500.48,0.0%,4.63,257,1469.01,0.1%,5.72,123,585.37,0.1%,4.76,162,776.94,0.0%,4.80,1928.00,9927.18,0.1%,5.15
"ZLP12244 (12x24x4 MERV10 Standard Capacity Pleat)",7,52.57,0.0%,7.51,12,91.56,0.0%,7.63,56,401.91,0.0%,7.18,14,106.46,0.0%,7.60,48,370.83,0.0%,7.73,61,448.57,0.0%,7.35,21,156.51,0.0%,7.45,75,589.83,0.1%,7.86,0.00,0.00,0.0%,0.00,36,303.61,0.0%,8.43,45,338.83,0.0%,7.53,102,759.30,0.0%,7.44,477.00,3619.98,0.0%,7.59
"ZLP12252SP (12x25x2 MERV10 Special Standard Capacity Pleat)",8,94.48,0.0%,11.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,94.48,0.0%,11.81,0.00,0.00,0.0%,0.00,8,94.48,0.0%,11.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,94.48,0.0%,11.81,0.00,0.00,0.0%,0.00,8,116.48,0.0%,14.56,40.00,494.40,0.0%,12.36
"ZLP12301 (12x30x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.72,0.0%,6.72,1,6.72,0.0%,6.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.72,0.0%,6.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,20.16,0.0%,6.72
"ZLP12381SP (12x38x1 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.83,0.0%,14.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,14.83,0.0%,14.83
"ZLP13174SP (13 ½  x  17 7/8  x  4 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,9,276.03,0.0%,30.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,276.03,0.0%,30.67,18.00,552.06,0.0%,30.67
"ZLP13221SP (13.5x22x1 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,15.89,0.0%,15.89,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,15.89,0.0%,15.89,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,31.78,0.0%,15.89
"ZLP13302SP (13x30x2 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,42.84,0.0%,14.28,0.00,0.00,0.0%,0.00,3,42.84,0.0%,14.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,42.84,0.0%,14.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9.00,128.52,0.0%,14.28
"ZLP14141 (14x14x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13,85.51,0.0%,6.58,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.31,0.0%,6.31,0.00,0.00,0.0%,0.00,1,6.31,0.0%,6.31,12,65.40,0.0%,5.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,18.93,0.0%,6.31,30.00,182.46,0.0%,6.08
"ZLP14161SP (14x16x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,10.82,0.0%,10.82,0.00,0.00,0.0%,0.00,1,10.82,0.0%,10.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,10.82,0.0%,10.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,32.46,0.0%,10.82
"ZLP14162 (14x16x2 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,41.60,0.0%,20.80,2.00,41.60,0.0%,20.80
"ZLP14201 (14x20x1 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,4.70,0.0%,4.70,5,23.35,0.0%,4.67,1,11.33,0.0%,11.33,4,50.92,0.0%,12.73,4,18.65,0.0%,4.66,5,55.78,0.0%,11.16,3,13.95,0.0%,4.65,0.00,0.00,0.0%,0.00,7,65.50,0.0%,9.36,0.00,0.00,0.0%,0.00,4,24.71,0.0%,6.18,34.00,268.89,0.0%,7.91
"ZLP14202 (14x20x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,37,183.82,0.0%,4.97,4,21.00,0.0%,5.25,1,11.93,0.0%,11.93,1,4.90,0.0%,4.90,2,10.50,0.0%,5.25,42,216.75,0.0%,5.16,0.00,0.00,0.0%,0.00,709,3353.69,0.3%,4.73,1282,6051.04,0.7%,4.72,500,2363.89,0.1%,4.73,2578.00,12217.52,0.1%,4.74
"ZLP14221SP (14x22x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,149.52,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,149.52,0.0%,12.46,0.00,0.00,0.0%,0.00,12,149.52,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,124.60,0.0%,12.46,46.00,573.16,0.0%,12.46
"ZLP14231SP (14x23x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,99.68,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,99.68,0.0%,12.46,0.00,0.00,0.0%,0.00,8,99.68,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,99.68,0.0%,12.46,32.00,398.72,0.0%,12.46
"ZLP14241 (14x24x1 MERV10 Standard Capacity Pleat)",2,15.40,0.0%,7.70,1,7.46,0.0%,7.46,10,73.60,0.0%,7.36,0.00,0.00,0.0%,0.00,3,23.26,0.0%,7.75,8,59.44,0.0%,7.43,2,15.40,0.0%,7.70,9,67.05,0.0%,7.45,0.00,0.00,0.0%,0.00,3,23.26,0.0%,7.75,0.00,0.00,0.0%,0.00,10,74.30,0.0%,7.43,48.00,359.17,0.0%,7.48
"ZLP14251 (14x25x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,4.93,0.0%,4.93,0.00,0.00,0.0%,0.00,1,5.06,0.0%,5.06,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,4.93,0.0%,4.93,0.00,0.00,0.0%,0.00,1,5.06,0.0%,5.06,4.00,19.98,0.0%,5.00
"ZLP14252 (14x25x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,4,36.40,0.0%,9.10,26,138.06,0.0%,5.31,0.00,0.00,0.0%,0.00,2,10.47,0.0%,5.24,26,138.06,0.0%,5.31,6,33.22,0.0%,5.54,27,143.47,0.0%,5.31,0.00,0.00,0.0%,0.00,1,5.06,0.0%,5.06,1,5.41,0.0%,5.41,30,188.00,0.0%,6.27,123.00,698.15,0.0%,5.68
"ZLP14261SP (14x26x1 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,24.92,0.0%,12.46,2.00,24.92,0.0%,12.46
"ZLP14271 (14x27x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,44.40,0.0%,14.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,44.40,0.0%,14.80,0.00,0.00,0.0%,0.00,3,44.40,0.0%,14.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,44.40,0.0%,14.80,12.00,177.60,0.0%,14.80
"ZLP14301 (14x30x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,55.50,0.0%,9.25,0.00,0.00,0.0%,0.00,1,7.24,0.0%,7.24,6,55.50,0.0%,9.25,0.00,0.00,0.0%,0.00,6,55.50,0.0%,9.25,0.00,0.00,0.0%,0.00,1,7.24,0.0%,7.24,0.00,0.00,0.0%,0.00,6,55.50,0.0%,9.25,26.00,236.48,0.0%,9.10
"ZLP14302SP (14x30x2 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,13,200.33,0.0%,15.41,2,30.82,0.0%,15.41,2,36.80,0.0%,18.40,10,154.10,0.0%,15.41,2,30.82,0.0%,15.41,2,36.80,0.0%,18.40,12,184.92,0.0%,15.41,2,30.82,0.0%,15.41,2,30.82,0.0%,15.41,14,221.72,0.0%,15.84,10,161.60,0.0%,16.16,71.00,1119.55,0.0%,15.77
