,"Jan 21 - 31, 25","Feb 25","Mar 25","Apr 25","May 25","Jun 25","Jul 25","Aug 25","Sep 25","Oct 25","Nov 25","Dec 25","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"MRM8- GT-LM6 (LM6000 Guard Door Coalescer Prefilter G4 23.3 x 23.3 x 3½ Plastic F...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,216,24375.60,2.3%,112.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,216.00,24375.60,0.2%,112.85
"MV95 1/1 Non Recess (Viledon 24x24x12 96% V-Bank Non-Recessed w/DSG)",277,35348.45,6.7%,127.61,542,68098.73,6.2%,125.64,1155,142349.37,7.9%,123.25,460,62592.52,5.3%,136.07,159,20102.63,1.0%,126.43,10,1428.06,0.1%,142.81,810,102695.89,7.2%,126.79,244,30808.20,3.0%,126.26,257,32921.03,3.2%,128.10,423,51590.28,5.0%,121.96,424,52865.72,5.8%,124.68,1913,252661.06,13.1%,132.08,6674.00,853461.94,5.7%,127.88
"MV95 1/1 Recess (6904370  24x24x13 96% V- Bank Recess)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,1814.40,0.1%,151.20,12.00,1814.40,0.0%,151.20
"MV95 1/1 RP-Non Recess (Viledon 24x24x12 rp 96% V-Bank Non-Recessed w/DSG)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,744.90,0.1%,124.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,744.90,0.0%,124.15
"MV95 1/2 Non Recess (Viledon 12x24x12 96% V-Bank Non-Recessed w/DSG)",13,1390.00,0.3%,106.92,129,14375.61,1.3%,111.44,35,3777.00,0.2%,107.91,95,10700.74,0.9%,112.64,49,5392.79,0.3%,110.06,3,413.89,0.0%,137.96,84,9427.80,0.7%,112.24,80,9333.12,0.9%,116.66,16,1780.48,0.2%,111.28,47,4654.95,0.5%,99.04,106,11745.56,1.3%,110.81,202,22458.44,1.2%,111.18,859.00,95450.38,0.6%,111.12
"MV95 5/5 Non Recess (Viledon 20x20x12 95% V-Bank Non-Recessed w/DSG)",0.00,0.00,0.0%,0.00,20,2607.60,0.2%,130.38,5,651.90,0.0%,130.38,3,406.86,0.0%,135.62,3,391.14,0.0%,130.38,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,813.72,0.1%,135.62,32,4754.56,0.5%,148.58,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,1100.18,0.1%,157.17,76.00,10725.96,0.1%,141.13
"MV95 5/6 Non Recess (Viledon 20x24x12 95% V-Bank Non-Recessed w/DSG)",6,831.42,0.2%,138.57,64,9670.81,0.9%,151.11,30,3945.06,0.2%,131.50,20,3052.20,0.3%,152.61,34,4840.98,0.2%,142.38,7,1017.31,0.1%,145.33,32,3770.56,0.3%,117.83,15,2204.91,0.2%,146.99,192,30053.76,2.9%,156.53,0.00,0.00,0.0%,0.00,6,939.18,0.1%,156.53,33,5871.41,0.3%,177.92,439.00,66197.60,0.4%,150.79
"N2314B26 (12.75"" x 26"" Open-Closed Cylindrical Cartridge - 1.18"" Bolt Hole - Inne...",0.00,0.00,0.0%,0.00,120,10579.20,1.0%,88.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120.00,10579.20,0.1%,88.16
"N242435M8 (24"" x 24"" 3.5"" High Capacity Pleat  (Exact Size 23.375 x 23.375 x 3.43...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,219.12,0.0%,9.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,219.12,0.0%,9.13,0.00,0.00,0.0%,0.00,24,219.12,0.0%,9.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,72.00,657.36,0.0%,9.13
"NXT-N922A-CYN ( 26"" E11 / MERV 13 GDX Cylindrical Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,284,20220.80,1.0%,71.20,0.00,0.00,0.0%,0.00,699,49768.80,3.5%,71.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,500,35600.00,1.8%,71.20,1483.00,105589.60,0.7%,71.20
"NXT-N922B-CON (N922B  26"" GDX Conical Filter; nano/spiderweb 100% Synthetic media...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,324,28690.20,1.4%,88.55,0.00,0.00,0.0%,0.00,659,58354.45,4.1%,88.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,500,44275.00,2.3%,88.55,1483.00,131319.65,0.9%,88.55
"PCA-1 (1"" P-Clips)",0.00,0.00,0.0%,0.00,262,456.20,0.0%,1.74,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,360,588.00,0.1%,1.63,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40,62.00,0.0%,1.55,40,64.00,0.0%,1.60,700,1085.00,0.1%,1.55,0.00,0.00,0.0%,0.00,1402.00,2255.20,0.0%,1.61
"PCA-2 (2"" P-Clips)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,400,460.00,0.0%,1.15,276,427.80,0.0%,1.55,48,88.80,0.0%,1.85,1308,2132.04,0.2%,1.63,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2032.00,3108.64,0.0%,1.53
"PCA-3 (3"" P-Clips)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,15.56,0.0%,3.89,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,15.56,0.0%,3.89
"PCA-4 (4"" P-Clips)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,480,888.00,0.1%,1.85,0.00,0.00,0.0%,0.00,700,1295.00,0.1%,1.85,0.00,0.00,0.0%,0.00,1180.00,2183.00,0.0%,1.85
"PCA-5 (5"" P-Clips)",0.00,0.00,0.0%,0.00,220,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,50,105.00,0.0%,2.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,270.00,105.00,0.0%,0.39
"PCA-Spring 12 (11S000025-99  12"" Extension Spring with bracket)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,230,901.60,0.1%,3.92,276,897.00,0.1%,3.25,86,422.26,0.0%,4.91,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2940,11583.60,1.1%,3.94,40,156.00,0.0%,3.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3572.00,13960.46,0.1%,3.91
"PLT12-M11-04-PH (24x24x12 High Efficiency Rigid Cell Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,673.56,0.1%,112.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,673.56,0.0%,112.26
"PUG12244-65 (12x24x4 65% Plastic Frame MINI Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,612.95,0.1%,122.59,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5.00,612.95,0.0%,122.59
"PUG20204-65 (20x20x4 65% Plastic Frame MINI Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14,1766.94,0.2%,126.21,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,1766.94,0.0%,126.21
"PUG20244-65 (20x24x4 65% Plastic Frame MINI Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,1126.44,0.1%,160.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,1126.44,0.0%,160.92
"PUPSLRB162049 (16x20x4 Puracell Plastic Frames MERV 15)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,1357.38,0.1%,75.41,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18.00,1357.38,0.0%,75.41
"SBG202012 (20x20x12 Synthetic Bag Filter 45%, 5 Pockets)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,138,4413.24,0.4%,31.98,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,138,4413.24,0.4%,31.98,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,276.00,8826.48,0.1%,31.98
"SBG20201266 (20x20x12 Synthetic Bag Filter MERV11 6Pockets)",0.00,0.00,0.0%,0.00,9,299.61,0.0%,33.29,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9.00,299.61,0.0%,33.29
"SBG20201296 (20x20x12 Synthetic Bag Merv15, 6-Pocket)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,1065.20,0.1%,53.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,1065.20,0.0%,53.26
"SBG20201566 (20x20x15 6-Pocket MERV 11 Synthetic Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,49,2224.60,0.2%,45.40,0.00,0.00,0.0%,0.00,116,5266.40,0.5%,45.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,165.00,7491.00,0.0%,45.40
"SBG20241598 (20x24x15, MERV 15 Depth Loading Synthetic Pocket Filter (8 pocket))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,106.19,0.0%,106.19,1.00,106.19,0.0%,106.19
"SBG25201596 (20x25x15 Synthetic Bag Merv 15 6-Pocket)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40,2410.00,0.2%,60.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40.00,2410.00,0.0%,60.25
"SBG25201867 (25x20x18 6-Pocket MERV11 Synthetic Bag Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,387.92,0.0%,48.49,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,387.92,0.0%,48.49
"SHW-CRBN4 (Activated Carbon Filtration Media  1.20M x 20M (0.40"" x 4' x 66' Roll))",10,3558.13,0.7%,355.81,11,4950.26,0.4%,450.02,46,17628.45,1.0%,383.23,64,1258.26,0.1%,19.66,42,999.86,0.0%,23.81,0.00,0.00,0.0%,0.00,6,2571.66,0.2%,428.61,5,1907.99,0.2%,381.60,63,1486.21,0.1%,23.59,80,199.20,0.0%,2.49,1,458.53,0.1%,458.53,80,199.20,0.0%,2.49,408.00,35217.75,0.2%,86.32
"SHW-CRBN4-0.5 (Activated Carbon Filtration Media  1.20M x 20M x 15MM (0.50"" x 4' ...",0.00,0.00,0.0%,0.00,5,2250.00,0.2%,450.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,1931.55,0.1%,386.31,2,772.62,0.1%,386.31,1,421.16,0.0%,421.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,386.31,0.0%,386.31,14.00,5761.64,0.0%,411.55
"SMP-6011AT16256HD (16x25x6 MERV11  65%  Synthetic Mini Pleat Filter (AEOLUS))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32,3338.88,0.3%,104.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32.00,3338.88,0.0%,104.34
"SMP-6011AT20256HD (20x25x6 MERV11  65%  Synthetic Mini Pleat Filter (AEOLUS))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,5062.08,0.5%,105.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48.00,5062.08,0.0%,105.46
"SMP-6016204 (16x20x4  MERV 12 Plastic Frame Synthetic Mini Pleat)",16,1005.92,0.2%,62.87,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,1005.92,0.0%,62.87
"SMP-6016244 (16x24x4  MERV 12 Plastic Frame Synthetic Mini Pleat)",16,1069.76,0.2%,66.86,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,1069.76,0.0%,66.86
"SMP-95AT16204 (16x20x4 MERV 15 (95-100%) Synthetic Mini Pleat Filter (AEOLUS))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,1082.16,0.1%,90.18,12,1018.32,0.1%,84.86,15,1352.70,0.1%,90.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,39.00,3453.18,0.0%,88.54
"SMP-95AT24244 (24x24x4  MERV 15 Synthetic Mini Pleat Filter)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,268.44,0.0%,134.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,268.44,0.0%,134.22
"SMP-98AT20202 (20x20x2 MERV 16 (95-100%) Synthetic Mini Pleat Filter (AEOLUS))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,95.56,0.0%,95.56,0.00,0.00,0.0%,0.00,1.00,95.56,0.0%,95.56
"SMP-98AT20252 (20x25x2 MERV 16 (95-100%) Synthetic Mini Pleat Filter (AEOLUS))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,154.12,0.0%,77.06,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,154.12,0.0%,77.06,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,250.08,0.0%,83.36,0.00,0.00,0.0%,0.00,7.00,558.32,0.0%,79.76
"UV Bulb (UV Bulb)",0.00,0.00,0.0%,0.00,1,975.00,0.1%,975.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,975.00,0.0%,975.00
"VP/00 (Viledon 20x20x2 Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,40,838.00,0.0%,20.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,1005.60,0.1%,20.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60,1257.00,0.1%,20.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,148.00,3100.60,0.0%,20.95
"VP/05 (Viledon 20x25x2 Poly Panel 20/case)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,431.00,0.0%,21.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20.00,431.00,0.0%,21.55
"W.D.P. 27212 (Water Distribution Pad 12x72x2)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,68,1860.48,0.1%,27.36,25,912.38,0.1%,36.50,56,865.20,0.0%,15.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,149.00,3638.06,0.0%,24.42
"WinAir MVP-95 1/1 Non Recess (Viledon 24x24x12 96% V-Bank Non-Recessed w/DSG)",0.00,0.00,0.0%,0.00,12,1021.80,0.1%,85.15,18,1621.80,0.1%,90.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30.00,2643.60,0.0%,88.12
"WinAir MVP-95 1/2 Non Recess (Viledon 12x24x12 96% V-Bank Non-Recessed w/DSG)",0.00,0.00,0.0%,0.00,2,147.66,0.0%,73.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,147.66,0.0%,73.83
"ZLN12242AC (12x24x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,14,672.82,0.1%,48.06,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,86.64,0.0%,14.44,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,86.64,0.0%,14.44,0.00,0.00,0.0%,0.00,42,625.92,0.1%,14.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,68.00,1472.02,0.0%,21.65
"ZLN12244AC (12x24x4 Carbon Impregnated Pleat)",3,65.55,0.0%,21.85,18,361.26,0.0%,20.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,65.55,0.0%,21.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,492.36,0.0%,20.52
"ZLN161614AC (16x16x1 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,15,232.20,0.0%,15.48,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,130.41,0.0%,14.49,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,362.61,0.0%,15.11
"ZLN161624AC (16x16x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,132.20,0.0%,33.05,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,72.84,0.0%,18.21,0.00,0.00,0.0%,0.00,8.00,205.04,0.0%,25.63
"ZLN162024AC (16x20x2 Carbon Impregnated Pleat)",48,733.44,0.1%,15.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,45.84,0.0%,15.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,174.00,0.0%,14.50,63.00,953.28,0.0%,15.13
"ZLN16242AC (16x24x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,81.68,0.0%,20.42,4.00,81.68,0.0%,20.42
"ZLN162524AC (16x25x2 Carbon Impregnated Pleat)",144,2648.16,0.5%,18.39,116,2071.66,0.2%,17.86,36,675.00,0.0%,18.75,1,18.39,0.0%,18.39,116,2071.66,0.1%,17.86,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,117,2151.63,0.2%,18.39,140,2574.60,0.3%,18.39,0.00,0.00,0.0%,0.00,1,18.39,0.0%,18.39,0.00,0.00,0.0%,0.00,671.00,12229.49,0.1%,18.23
