,"Jan 23","Feb 23","Mar 23","Apr 23","May 23","Jun 23","Jul 23","Aug 23","Sep 23","Oct 23","Nov 23","Dec 23","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"ZLP16241 (16x24x1 MERV10 Standard Capacity Pleat)",6,34.80,0.0%,5.80,12,75.84,0.0%,6.32,1,5.93,0.0%,5.93,2,10.12,0.0%,5.06,4,24.68,0.0%,6.17,0.00,0.00,0.0%,0.00,14,77.80,0.0%,5.56,4,24.68,0.0%,6.17,0.00,0.00,0.0%,0.00,2,10.12,0.0%,5.06,4,24.68,0.0%,6.17,0.00,0.00,0.0%,0.00,49.00,288.65,0.0%,5.89
"ZLP16242 (16x24x2 MERV10 Standard Capacity Pleat)",14,78.72,0.0%,5.62,12,76.68,0.0%,6.39,45,270.24,0.0%,6.01,188,1120.08,0.1%,5.96,35,210.82,0.0%,6.02,148,775.40,0.1%,5.24,28,150.96,0.0%,5.39,95,561.58,0.1%,5.91,16,95.76,0.0%,5.99,29,156.71,0.0%,5.40,12,71.28,0.0%,5.94,48,275.76,0.0%,5.75,670.00,3843.99,0.0%,5.74
"ZLP16244 (16x24x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,10.04,0.0%,10.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,10.04,0.0%,10.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,10.04,0.0%,10.04,0.00,0.00,0.0%,0.00,1,10.04,0.0%,10.04,0.00,0.00,0.0%,0.00,4.00,40.16,0.0%,10.04
"ZLP16251 (16x25x1 MERV10 Standard Capacity Pleat)",4,19.56,0.0%,4.89,0.00,0.00,0.0%,0.00,90,424.09,0.0%,4.71,38,175.44,0.0%,4.62,22,106.74,0.0%,4.85,0.00,0.00,0.0%,0.00,36,172.32,0.0%,4.79,10,46.98,0.0%,4.70,1,4.82,0.0%,4.82,17,75.08,0.0%,4.42,9,43.80,0.0%,4.87,12,52.80,0.0%,4.40,239.00,1121.63,0.0%,4.69
"ZLP16252 (16x25x2 MERV10 Standard Capacity Pleat)",209,980.37,0.1%,4.69,180,1106.32,0.1%,6.15,859,4294.09,0.3%,5.00,282,1340.82,0.1%,4.75,290,1487.32,0.1%,5.13,1206,6449.36,0.6%,5.35,1391,6429.14,0.7%,4.62,371,1894.13,0.2%,5.11,184,933.24,0.1%,5.07,1516,7113.60,0.7%,4.69,247,1272.59,0.1%,5.15,1012,4677.60,0.3%,4.62,7747.00,37978.58,0.3%,4.90
"ZLP16254 (16x25x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.66,0.0%,8.33,0.00,0.00,0.0%,0.00,12,82.80,0.0%,6.90,2,16.66,0.0%,8.33,0.00,0.00,0.0%,0.00,12,99.96,0.0%,8.33,2,16.66,0.0%,8.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30.00,232.74,0.0%,7.76
"ZLP16301 (16x30x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,38,354.48,0.0%,9.33,36,342.72,0.0%,9.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,74.88,0.0%,9.36,56,524.16,0.0%,9.36,0.00,0.00,0.0%,0.00,138.00,1296.24,0.0%,9.39
"ZLP16302 (16x30x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,10,207.00,0.0%,20.70,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,207.00,0.0%,20.70,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,186.00,0.0%,15.50,11,221.64,0.0%,20.15,0.00,0.00,0.0%,0.00,10,217.90,0.0%,21.79,0.00,0.00,0.0%,0.00,53.00,1039.54,0.0%,19.61
"ZLP16321SP (16x32x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,32.52,0.0%,16.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,32.52,0.0%,16.26
"ZLP17221SP (17x22x1 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,17.00,0.0%,17.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,17.00,0.0%,17.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,17.00,0.0%,17.00,0.00,0.00,0.0%,0.00,1,17.35,0.0%,17.35,0.00,0.00,0.0%,0.00,4.00,68.35,0.0%,17.09
"ZLP18164SP (18x16x4 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,540.96,0.1%,22.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,540.96,0.1%,22.54,0.00,0.00,0.0%,0.00,24,540.96,0.0%,22.54,72.00,1622.88,0.0%,22.54
"ZLP18182 (18x18x2 MERV10 Standard Capacity Pleat)",1,8.72,0.0%,8.72,0.00,0.00,0.0%,0.00,11,93.52,0.0%,8.50,0.00,0.00,0.0%,0.00,1,8.72,0.0%,8.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.72,0.0%,8.72,0.00,0.00,0.0%,0.00,10,84.80,0.0%,8.48,1,8.72,0.0%,8.72,0.00,0.00,0.0%,0.00,25.00,213.20,0.0%,8.53
"ZLP18184SP (18x18x4 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,483.30,0.0%,26.85,0.00,0.00,0.0%,0.00,18,483.30,0.0%,26.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,483.30,0.1%,26.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,483.30,0.0%,26.85,0.00,0.00,0.0%,0.00,72.00,1933.20,0.0%,26.85
"ZLP18201 (18x20x1 MERV10 Standard Capacity Pleat)",0,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,11.84,0.0%,5.92,96,560.64,0.0%,5.84,4,24.42,0.0%,6.11,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,12.60,0.0%,6.30,2,12.30,0.0%,6.15,0.00,0.00,0.0%,0.00,4,22.14,0.0%,5.54,0.00,0.00,0.0%,0.00,110.00,643.94,0.0%,5.85
"ZLP18202 (18x20x2 MERV10 Standard Capacity Pleat)",98,590.94,0.1%,6.03,0.00,0.00,0.0%,0.00,98,590.94,0.0%,6.03,0.00,0.00,0.0%,0.00,34,205.02,0.0%,6.03,32,192.96,0.0%,6.03,32,192.96,0.0%,6.03,2,12.06,0.0%,6.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,58,349.50,0.0%,6.03,32,192.96,0.0%,6.03,386.00,2327.34,0.0%,6.03
"ZLP18221SP (18x22x1 Special MERV10 Standard Capacity Plea)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,12.70,0.0%,12.70,0.00,0.00,0.0%,0.00,1.00,12.70,0.0%,12.70
"ZLP18222 (18x22x2 MERV10 Standard Capacity Plea)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,54.40,0.0%,13.60,0.00,0.00,0.0%,0.00,4,54.40,0.0%,13.60,0.00,0.00,0.0%,0.00,144,1566.72,0.2%,10.88,4,54.40,0.0%,13.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,54.40,0.0%,13.60,0.00,0.00,0.0%,0.00,160.00,1784.32,0.0%,11.15
"ZLP18241 (18x24x1 MERV10 Standard Capacity Pleat)",1,5.88,0.0%,5.88,0.00,0.00,0.0%,0.00,3,17.26,0.0%,5.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13,73.20,0.0%,5.63,0.00,0.00,0.0%,0.00,2,11.38,0.0%,5.69,10,56.10,0.0%,5.61,0.00,0.00,0.0%,0.00,29.00,163.82,0.0%,5.65
"ZLP18242 (18x24x2 MERV10 Standard Capacity Pleat)",3,16.08,0.0%,5.36,26,139.86,0.0%,5.38,35,197.05,0.0%,5.63,1,4.82,0.0%,4.82,23,117.69,0.0%,5.12,0.00,0.00,0.0%,0.00,49,262.10,0.0%,5.35,7,39.41,0.0%,5.63,14,67.62,0.0%,4.83,69,374.70,0.0%,5.43,24,138.20,0.0%,5.76,48,257.28,0.0%,5.36,299.00,1614.81,0.0%,5.40
"ZLP18244 (18x24x4 MERV10 Standard Capacity Pleat)",2,18.92,0.0%,9.46,0.00,0.00,0.0%,0.00,2,18.92,0.0%,9.46,0.00,0.00,0.0%,0.00,2,18.92,0.0%,9.46,0.00,0.00,0.0%,0.00,18,133.20,0.0%,7.40,2,18.92,0.0%,9.46,0.00,0.00,0.0%,0.00,18,133.20,0.0%,7.40,2,18.92,0.0%,9.46,18,133.20,0.0%,7.40,64.00,494.20,0.0%,7.72
"ZLP18251 (18x25x1 MERV10 Standard Capacity Pleat)",0,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,11.14,0.0%,5.57,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,22.24,0.0%,5.56,0.00,0.00,0.0%,0.00,2,12.86,0.0%,6.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,46.24,0.0%,5.78
"ZLP18252 (18x25x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,111.54,0.0%,6.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,15,93.45,0.0%,6.23,16,93.52,0.0%,5.85,0.00,0.00,0.0%,0.00,39,253.44,0.0%,6.50,15,87.33,0.0%,5.82,0.00,0.00,0.0%,0.00,27,167.64,0.0%,6.21,130.00,806.92,0.0%,6.21
"ZLP18301 (18x30x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,10.17,0.0%,10.17,0.00,0.00,0.0%,0.00,1,10.17,0.0%,10.17,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,10.17,0.0%,10.17,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,30.51,0.0%,10.17
"ZLP19271 (19x27x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,19.45,0.0%,19.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,19.45,0.0%,19.45
"ZLP20201 (20x20x1 MERV10 Standard Capacity Pleat)",211,1035.51,0.1%,4.91,13,52.65,0.0%,4.05,274,1331.79,0.1%,4.86,471,2204.43,0.2%,4.68,292,1419.77,0.1%,4.86,8,38.80,0.0%,4.85,15,65.43,0.0%,4.36,211,1035.56,0.1%,4.91,90,429.24,0.0%,4.77,19,87.71,0.0%,4.62,252,1237.12,0.1%,4.91,8,40.80,0.0%,5.10,1864.00,8978.81,0.1%,4.82
"ZLP20202 (20x20x2 MERV10 Standard Capacity Pleat)",374,1929.36,0.2%,5.16,18,83.94,0.0%,4.66,438,2265.76,0.2%,5.17,592,2973.20,0.2%,5.02,830,4045.91,0.4%,4.87,967,4640.54,0.4%,4.80,1126,5233.76,0.6%,4.65,584,3081.39,0.3%,5.28,72,368.16,0.0%,5.11,687,3375.94,0.4%,4.91,319,1675.98,0.1%,5.25,460,2233.16,0.2%,4.85,6467.00,31907.10,0.2%,4.93
"ZLP20204 (20x20x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,6,40.44,0.0%,6.74,0.00,0.00,0.0%,0.00,144,1187.76,0.1%,8.25,6,40.44,0.0%,6.74,0.00,0.00,0.0%,0.00,6,45.72,0.0%,7.62,0.00,0.00,0.0%,0.00,6,40.44,0.0%,6.74,12,91.44,0.0%,7.62,6,49.80,0.0%,8.30,12,91.44,0.0%,7.62,198.00,1587.48,0.0%,8.02
"ZLP20221 (20x22x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,5,35.30,0.0%,7.06,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,35.30,0.0%,7.06,0.00,0.00,0.0%,0.00,12,96.00,0.0%,8.00,0.00,0.00,0.0%,0.00,5,35.30,0.0%,7.06,12,96.00,0.0%,8.00,5,43.50,0.0%,8.70,0.00,0.00,0.0%,0.00,44.00,341.40,0.0%,7.76
"ZLP20241 (20x24x1 MERV10 Standard Capacity Pleat)",0,0.00,0.0%,0.00,5,23.35,0.0%,4.67,3,16.38,0.0%,5.46,12,65.40,0.0%,5.45,66,377.11,0.0%,5.71,0.00,0.00,0.0%,0.00,25,129.00,0.0%,5.16,0.00,0.00,0.0%,0.00,41,227.11,0.0%,5.54,1,5.65,0.0%,5.65,6,33.90,0.0%,5.65,0.00,0.00,0.0%,0.00,159.00,877.90,0.0%,5.52
"ZLP20242 (20x24x2 MERV10 Standard Capacity Pleat)",82,536.51,0.1%,6.54,428,2651.52,0.3%,6.20,144,906.71,0.1%,6.30,336,1827.00,0.1%,5.44,296,1745.89,0.2%,5.90,71,469.47,0.0%,6.61,85,496.01,0.1%,5.84,240,1456.23,0.2%,6.07,26,161.92,0.0%,6.23,193,1169.81,0.1%,6.06,41,248.44,0.0%,6.06,103,623.69,0.0%,6.06,2045.00,12293.20,0.1%,6.01
"ZLP20244 (20x24x4 MERV10 Standard Capacity Pleat)",18,164.40,0.0%,9.13,4,30.84,0.0%,7.71,6,56.52,0.0%,9.42,12,107.88,0.0%,8.99,4,30.84,0.0%,7.71,0.00,0.00,0.0%,0.00,12,107.88,0.0%,8.99,0.00,0.00,0.0%,0.00,4,30.84,0.0%,7.71,12,107.88,0.0%,8.99,4,38.12,0.0%,9.53,0.00,0.00,0.0%,0.00,76.00,675.20,0.0%,8.88
"ZLP20251 (20x25x1 MERV10 Standard Capacity Pleat)",9,49.95,0.0%,5.55,20,104.76,0.0%,5.24,60,335.74,0.0%,5.60,61,325.69,0.0%,5.34,52,280.80,0.0%,5.40,0.00,0.00,0.0%,0.00,24,121.20,0.0%,5.05,20,107.16,0.0%,5.36,33,166.33,0.0%,5.04,40,227.83,0.0%,5.70,32,174.26,0.0%,5.45,0.00,0.00,0.0%,0.00,351.00,1893.72,0.0%,5.40
"ZLP20252 (20x25x2 MERV10 Standard Capacity Pleat)",383,2545.56,0.3%,6.65,36,228.12,0.0%,6.34,297,1724.10,0.1%,5.81,1046,5943.00,0.5%,5.68,222,1308.18,0.1%,5.89,213,1285.53,0.1%,6.04,275,1434.51,0.2%,5.22,1275,7178.34,0.8%,5.63,95,558.88,0.1%,5.88,448,2445.91,0.3%,5.46,829,4944.14,0.4%,5.96,1495,8710.16,0.6%,5.83,6614.00,38306.43,0.3%,5.79
"ZLP20254 (20x25x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,15.54,0.0%,7.77,18,170.64,0.0%,9.48,0.00,0.00,0.0%,0.00,62,542.16,0.1%,8.74,0.00,0.00,0.0%,0.00,24,260.16,0.0%,10.84,200,1846.72,0.2%,9.23,258,2513.64,0.2%,9.74,246,2290.20,0.2%,9.31,810.00,7639.06,0.1%,9.43
"ZLP20301 (20x30x1 MERV10 Standard Capacity Pleat)",51,362.04,0.0%,7.10,0.00,0.00,0.0%,0.00,188,1274.36,0.1%,6.78,12,82.08,0.0%,6.84,27,195.48,0.0%,7.24,36,255.60,0.0%,7.10,7,47.81,0.0%,6.83,3,21.24,0.0%,7.08,1,7.10,0.0%,7.10,2,18.40,0.0%,9.20,39,221.19,0.0%,5.67,0.00,0.00,0.0%,0.00,366.00,2485.30,0.0%,6.79
"ZLP20302 (20x30x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,4,34.80,0.0%,8.70,61,636.08,0.0%,10.43,12,131.04,0.0%,10.92,8,76.24,0.0%,9.53,0.00,0.00,0.0%,0.00,60,608.40,0.1%,10.14,0.00,0.00,0.0%,0.00,5,45.56,0.0%,9.11,81,838.47,0.1%,10.35,12,125.92,0.0%,10.49,12,119.04,0.0%,9.92,255.00,2615.55,0.0%,10.26
"ZLP20352 (20x35x2MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,36.56,0.0%,18.28,48,1152.00,0.1%,24.00,2,36.56,0.0%,18.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,36.56,0.0%,18.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,149.12,0.0%,18.64,0.00,0.00,0.0%,0.00,62.00,1410.80,0.0%,22.75
"ZLP21211 (21x21x1 MERV10 Standard Capacity Pleat)",45,622.35,0.1%,13.83,0.00,0.00,0.0%,0.00,45,622.35,0.0%,13.83,0.00,0.00,0.0%,0.00,45,622.35,0.1%,13.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,46,640.50,0.1%,13.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,45,622.35,0.0%,13.83,0.00,0.00,0.0%,0.00,226.00,3129.90,0.0%,13.85
"ZLP21231SP (21x23x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.16,0.0%,14.16,0.00,0.00,0.0%,0.00,1.00,14.16,0.0%,14.16
"ZLP22221 (22x22x1 MERV10 Standard Capacity Pleat)",1,9.54,0.0%,9.54,0.00,0.00,0.0%,0.00,1,9.54,0.0%,9.54,12,100.56,0.0%,8.38,1,9.54,0.0%,9.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.54,0.0%,9.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.54,0.0%,9.54,0.00,0.00,0.0%,0.00,17.00,148.26,0.0%,8.72
"ZLP24241 (24x24x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120,672.48,0.1%,5.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120.00,672.48,0.0%,5.60
"ZLP24242 (24x24x2 MERV10 Standard Capacity Pleat)",402,2654.40,0.3%,6.60,341,2309.68,0.2%,6.77,605,3955.86,0.3%,6.54,2582,15662.18,1.2%,6.07,526,3362.06,0.3%,6.39,1463,8760.81,0.8%,5.99,1620,9511.83,1.0%,5.87,1687,10359.19,1.2%,6.14,1976,11424.74,1.3%,5.78,718,4479.88,0.5%,6.24,2116,12369.27,0.9%,5.85,573,3551.03,0.2%,6.20,14609.00,88400.93,0.7%,6.05
"ZLP24244 (24x24x4 MERV10 Standard Capacity Pleat)",493,4954.51,0.6%,10.05,335,4132.96,0.4%,12.34,359,3787.37,0.3%,10.55,843,8279.06,0.6%,9.82,593,6054.91,0.6%,10.21,248,2331.76,0.2%,9.40,300,2822.28,0.3%,9.41,640,6386.83,0.7%,9.98,962,8649.80,1.0%,8.99,634,6304.02,0.7%,9.94,733,7877.11,0.6%,10.75,454,4770.70,0.3%,10.51,6594.00,66351.31,0.5%,10.06
"ZLP25252 (25x25x2 MERV10 Standard Capacity Pleat)",0,0.00,0.0%,0.00,2,14.00,0.0%,7.00,0.00,0.00,0.0%,0.00,36,288.36,0.0%,8.01,2,14.00,0.0%,7.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,178.56,0.0%,7.44,14,108.20,0.0%,7.73,0.00,0.00,0.0%,0.00,3,24.81,0.0%,8.27,0.00,0.00,0.0%,0.00,81.00,627.93,0.0%,7.75
"ZLP7301SP (7x30x1 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,108,933.12,0.1%,8.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,108.00,933.12,0.0%,8.64
"ZLP7381SP (7x38x1 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,84,1735.44,0.2%,20.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120,2479.20,0.3%,20.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,204.00,4214.64,0.0%,20.66
"ZLP8161 (8x16x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,73,767.96,0.1%,10.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,73,767.96,0.1%,10.52,146.00,1535.92,0.0%,10.52
"ZLP8241 (8x24x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,23,284.28,0.0%,12.36,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,23,284.28,0.0%,12.36,46.00,568.56,0.0%,12.36
"ZLP8341 (8x34x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,167.60,0.0%,20.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,167.60,0.0%,20.95,16.00,335.20,0.0%,20.95
"ZLPSP15301SP ( 15x30x1 Merv 10 Special Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,480,4416.00,0.4%,9.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,480.00,4416.00,0.0%,9.20
"ZPK122412 (12x24x12 Rigid Box Filter 95% Fiberglass)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,903.48,0.1%,75.29,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,903.48,0.0%,75.29
"ZPK24241285 (24.0 X 24.0 X 12 in Glass Z-PAK MERV 13 (85%) Box  Nominal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,2602.56,0.2%,108.44,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,2602.56,0.0%,108.44
"ZPK24241295 (24x24x12 Rigid Box Filter 95% Fiberglass)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,82,8678.06,0.9%,105.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,82.00,8678.06,0.1%,105.83
"ZPS122012-95H (12x20x12 Sythetic Z-Pack 95% Header)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,312.30,0.0%,104.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,312.30,0.0%,104.10
