,"Jan 23","Feb 23","Mar 23","Apr 23","May 23","Jun 23","Jul 23","Aug 23","Sep 23","Oct 23","Nov 23","Dec 23","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"WinAir MVP-95 1/2 Non Recess (Viledon 12x24x12 96% V-Bank Non-Recessed w/DSG)",2,147.66,0.0%,73.83,18,1621.80,0.2%,90.10,14,1029.84,0.1%,73.56,0.00,0.00,0.0%,0.00,2,147.66,0.0%,73.83,127,10439.07,1.0%,82.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,147.66,0.0%,73.83,0.00,0.00,0.0%,0.00,2,153.60,0.0%,76.80,70,5376.00,0.4%,76.80,237.00,19063.29,0.1%,80.44
"WinAirMVP-85-242412NR (MERV 13, V2, 24x24x12 w/DSG)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60,3828.00,0.4%,63.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60.00,3828.00,0.0%,63.80
"ZLN12242AC (12x24x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,84.12,0.0%,14.02,0.00,0.00,0.0%,0.00,6.00,84.12,0.0%,14.02
"ZLN12244AC (12x24x4 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,72,1703.52,0.2%,23.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,72.00,1703.52,0.0%,23.66
"ZLN142024AC (14x20x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,397.92,0.0%,16.58,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,397.92,0.0%,16.58
"ZLN161624AC (16x16x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,94.48,0.0%,23.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,94.48,0.0%,23.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,94.48,0.0%,23.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,94.48,0.0%,23.62,16.00,377.92,0.0%,23.62
"ZLN162524AC (16x25x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,106,1737.34,0.1%,16.39,0.00,0.00,0.0%,0.00,106,1737.34,0.2%,16.39,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,106,1737.34,0.2%,16.39,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,318.00,5212.02,0.0%,16.39
"ZLN18242AC (18x24x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,521.28,0.0%,21.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,521.28,0.0%,21.72
"ZLN20201AC (20x20x1 Carbon Impregnated Pleat)",48,612.00,0.1%,12.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48.00,612.00,0.0%,12.75
"ZLN20202AC (20x20x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,8,168.56,0.0%,21.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,474.00,0.0%,19.75,24,514.56,0.0%,21.44,0.00,0.00,0.0%,0.00,4,84.28,0.0%,21.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,92,1665.80,0.1%,18.11,0.00,0.00,0.0%,0.00,152.00,2907.20,0.0%,19.13
"ZLN20242AC (20x24x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,87,1900.08,0.1%,21.84,0.00,0.00,0.0%,0.00,87.00,1900.08,0.0%,21.84
"ZLN20252AC (20x25x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,579.84,0.1%,24.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,579.84,0.0%,24.16
"ZLN24242AC (24x24x2 Carbon Impregnated Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,440.10,0.0%,24.45,1,29.15,0.0%,29.15,19.00,469.25,0.0%,24.70
"ZLN24244AC (24x24x4 Carbon Impregnated Pleat)",2,97.00,0.0%,48.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,97.00,0.0%,48.50,0.00,0.00,0.0%,0.00,102,3127.32,0.3%,30.66,2,97.00,0.0%,48.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,97.00,0.0%,48.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,110.00,3515.32,0.0%,31.96
"ZLP10101 (10x10x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.09,0.0%,9.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,5.32,0.0%,5.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,14.41,0.0%,7.21
"ZLP10161 (10x16x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.22,0.0%,9.11,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.22,0.0%,9.11,2,18.42,0.0%,9.21,0.00,0.00,0.0%,0.00,2,18.22,0.0%,9.11,0.00,0.00,0.0%,0.00,8.00,73.08,0.0%,9.14
"ZLP10201 (10x20x1 MERV10 Standard Capacity Pleat)",10,43.76,0.0%,4.38,0.00,0.00,0.0%,0.00,10,45.09,0.0%,4.51,2,7.44,0.0%,3.72,8,36.32,0.0%,4.54,1,4.47,0.0%,4.47,14,56.04,0.0%,4.00,8,36.32,0.0%,4.54,2,9.17,0.0%,4.59,21,95.03,0.0%,4.53,8,36.32,0.0%,4.54,13,53.31,0.0%,4.10,97.00,423.27,0.0%,4.36
"ZLP10204SP (10x20x4 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.24,0.0%,6.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,123.40,0.0%,30.85,8.00,148.64,0.0%,18.58
"ZLP10241 (10x24x1 MERV10 Standard Capacity Pleat)",6,50.40,0.0%,8.40,0.00,0.00,0.0%,0.00,6,50.40,0.0%,8.40,0.00,0.00,0.0%,0.00,7,58.80,0.0%,8.40,3,25.95,0.0%,8.65,24,207.36,0.0%,8.64,7,58.80,0.0%,8.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,58.80,0.0%,8.40,0.00,0.00,0.0%,0.00,60.00,510.51,0.0%,8.51
"ZLP10251SP (10x25x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,90.64,0.0%,11.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,90.64,0.0%,11.33
"ZLP10252SP (10x25x2 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,14.82,0.0%,14.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.82,0.0%,14.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.82,0.0%,14.82,0.00,0.00,0.0%,0.00,1,14.82,0.0%,14.82,0.00,0.00,0.0%,0.00,4.00,59.28,0.0%,14.82
"ZLP11141SP (11x14x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.13,0.0%,9.13,0.00,0.00,0.0%,0.00,1.00,9.13,0.0%,9.13
"ZLP12121 (12x12x1 MERV10 Standard Capacity Pleat)",12,64.56,0.0%,5.38,0.00,0.00,0.0%,0.00,12,64.56,0.0%,5.38,0.00,0.00,0.0%,0.00,14,74.62,0.0%,5.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14,74.62,0.0%,5.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,64.56,0.0%,5.38,0.00,0.00,0.0%,0.00,64.00,342.92,0.0%,5.36
"ZLP12122 (12x12x2 MERV10 Standard Capacity Pleat)",2,11.66,0.0%,5.83,0.00,0.00,0.0%,0.00,2,11.66,0.0%,5.83,0.00,0.00,0.0%,0.00,2,11.66,0.0%,5.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,11.66,0.0%,5.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,11.66,0.0%,5.83,0.00,0.00,0.0%,0.00,10.00,58.30,0.0%,5.83
"ZLP12124SP (12x12x4 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,335.34,0.0%,18.63,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18.00,335.34,0.0%,18.63
"ZLP12201 (12x20x1 MERV10 Standard Capacity Pleat)",2,7.64,0.0%,3.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14,60.56,0.0%,4.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32,140.72,0.0%,4.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,34,153.20,0.0%,4.51,12,58.32,0.0%,4.86,0.00,0.00,0.0%,0.00,94.00,420.44,0.0%,4.47
"ZLP12202 (12x20x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,56.28,0.0%,4.69,12,58.08,0.0%,4.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60,280.80,0.0%,4.68,12,58.08,0.0%,4.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,72,336.96,0.0%,4.68,84,393.12,0.0%,4.68,252.00,1183.32,0.0%,4.70
"ZLP12241 (12x24x1 MERV10 Standard Capacity Pleat)",5,22.70,0.0%,4.54,0.00,0.00,0.0%,0.00,5,22.70,0.0%,4.54,0.00,0.00,0.0%,0.00,131,564.50,0.1%,4.31,0.00,0.00,0.0%,0.00,12,55.32,0.0%,4.61,5,22.70,0.0%,4.54,24,106.80,0.0%,4.45,0.00,0.00,0.0%,0.00,137,610.10,0.0%,4.45,0.00,0.00,0.0%,0.00,319.00,1404.82,0.0%,4.40
"ZLP12242 (12x24x2 MERV10 Standard Capacity Pleat)",96,452.55,0.1%,4.71,80,369.85,0.0%,4.62,136,621.43,0.0%,4.57,1015,4085.55,0.3%,4.03,162,767.07,0.1%,4.74,224,1046.19,0.1%,4.67,709,2916.19,0.3%,4.11,146,675.24,0.1%,4.62,144,667.21,0.1%,4.63,201,867.92,0.1%,4.32,126,555.92,0.0%,4.41,128,557.92,0.0%,4.36,3167.00,13583.04,0.1%,4.29
"ZLP12244 (12x24x4 MERV10 Standard Capacity Pleat)",38,250.69,0.0%,6.60,154,1185.22,0.1%,7.70,22,155.65,0.0%,7.08,63,421.33,0.0%,6.69,56,375.00,0.0%,6.70,23,165.28,0.0%,7.19,94,607.50,0.1%,6.46,25,174.25,0.0%,6.97,158,887.94,0.1%,5.62,143,962.54,0.1%,6.73,39,282.69,0.0%,7.25,78,512.46,0.0%,6.57,893.00,5980.55,0.0%,6.70
"ZLP12252SP (12x25x2 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,94.48,0.0%,11.81,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,94.48,0.0%,11.81,16.00,188.96,0.0%,11.81
"ZLP12301 (12x30x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,26.01,0.0%,8.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,22,150.26,0.0%,6.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,25.00,176.27,0.0%,7.05
"ZLP13221SP (13.5x22x1 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,15.10,0.0%,15.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,15.10,0.0%,15.10,0.00,0.00,0.0%,0.00,1,15.89,0.0%,15.89,0.00,0.00,0.0%,0.00,3.00,46.09,0.0%,15.36
"ZLP14141 (14x14x1 MERV10 Standard Capacity Pleat)",1,6.31,0.0%,6.31,0.00,0.00,0.0%,0.00,1,6.31,0.0%,6.31,0.00,0.00,0.0%,0.00,1,6.31,0.0%,6.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.31,0.0%,6.31,0.00,0.00,0.0%,0.00,5,31.55,0.0%,6.31,1,6.31,0.0%,6.31,0.00,0.00,0.0%,0.00,10.00,63.10,0.0%,6.31
"ZLP14201 (14x20x1 Special Standard Capacity Pleat)",3,13.95,0.0%,4.65,0.00,0.00,0.0%,0.00,13,58.05,0.0%,4.47,12,52.92,0.0%,4.41,3,13.95,0.0%,4.65,8,37.92,0.0%,4.74,0.00,0.00,0.0%,0.00,3,13.95,0.0%,4.65,10,46.00,0.0%,4.60,0.00,0.00,0.0%,0.00,3,13.95,0.0%,4.65,0.00,0.00,0.0%,0.00,55.00,250.69,0.0%,4.56
"ZLP14202 (14x20x2 MERV10 Standard Capacity Pleat)",1,4.90,0.0%,4.90,0.00,0.00,0.0%,0.00,1,4.90,0.0%,4.90,0.00,0.00,0.0%,0.00,1,4.90,0.0%,4.90,2,9.80,0.0%,4.90,60,288.00,0.0%,4.80,1,4.90,0.0%,4.90,0.00,0.00,0.0%,0.00,76,376.76,0.0%,4.96,73,361.30,0.0%,4.95,86,425.98,0.0%,4.95,301.00,1481.44,0.0%,4.92
"ZLP14221SP (14x22x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,149.52,0.0%,12.46,36,580.32,0.0%,16.12,12,149.52,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,149.52,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,149.52,0.0%,12.46,0.00,0.00,0.0%,0.00,84.00,1178.40,0.0%,14.03
"ZLP14231SP (14x23x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,49.84,0.0%,12.46,0.00,0.00,0.0%,0.00,8,99.68,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,99.68,0.0%,12.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,99.68,0.0%,12.46,0.00,0.00,0.0%,0.00,28.00,348.88,0.0%,12.46
"ZLP14241 (14x24x1 MERV10 Standard Capacity Pleat)",10,71.62,0.0%,7.16,0.00,0.00,0.0%,0.00,11,73.41,0.0%,6.67,2,12.18,0.0%,6.09,10,65.95,0.0%,6.60,0.00,0.00,0.0%,0.00,14,94.38,0.0%,6.74,9,66.41,0.0%,7.38,0.00,0.00,0.0%,0.00,2,12.18,0.0%,6.09,9,66.91,0.0%,7.43,0.00,0.00,0.0%,0.00,67.00,463.04,0.0%,6.91
"ZLP14251 (14x25x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,57.12,0.0%,4.76,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,54.00,0.0%,4.50,0.00,0.00,0.0%,0.00,3,14.79,0.0%,4.93,12,54.00,0.0%,4.50,1,4.93,0.0%,4.93,12,54.00,0.0%,4.50,52.00,238.84,0.0%,4.59
"ZLP14252 (14x25x2 MERV10 Standard Capacity Pleat)",27,143.12,0.0%,5.30,0.00,0.00,0.0%,0.00,26,138.06,0.0%,5.31,1,5.06,0.0%,5.06,26,138.06,0.0%,5.31,2,10.12,0.0%,5.06,1,5.06,0.0%,5.06,26,138.06,0.0%,5.31,0.00,0.00,0.0%,0.00,1,5.06,0.0%,5.06,26,138.06,0.0%,5.31,2,10.12,0.0%,5.06,138.00,730.78,0.0%,5.30
"ZLP14271 (14x27x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,44.40,0.0%,14.80,0.00,0.00,0.0%,0.00,3.00,44.40,0.0%,14.80
"ZLP14301 (14x30x1 MERV10 Standard Capacity Pleat)",7,64.75,0.0%,9.25,0.00,0.00,0.0%,0.00,11,101.03,0.0%,9.18,24,224.64,0.0%,9.36,6,55.50,0.0%,9.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,55.50,0.0%,9.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,64.95,0.0%,9.28,12,101.76,0.0%,8.48,73.00,668.13,0.0%,9.15
"ZLP14461 (14x46x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,38.62,0.0%,38.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,38.62,0.0%,38.62,2.00,77.24,0.0%,38.62
"ZLP15.7535.752SP (15 3/4x 35 3/4x 2 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,33,1162.26,0.1%,35.22,0.00,0.00,0.0%,0.00,11,387.42,0.0%,35.22,11,387.42,0.0%,35.22,11,387.42,0.0%,35.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,11,387.42,0.0%,35.22,11,387.42,0.0%,35.22,88.00,3099.36,0.0%,35.22
"ZLP15201 (15x20x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,23.61,0.0%,4.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,172.08,0.0%,4.78,24,114.72,0.0%,4.78,0.00,0.00,0.0%,0.00,1,4.62,0.0%,4.62,0.00,0.00,0.0%,0.00,4,19.68,0.0%,4.92,0.00,0.00,0.0%,0.00,70.00,334.71,0.0%,4.78
"ZLP15202 (15x20x2 MERV10 Standard Capacity Pleat)",45,218.70,0.0%,4.86,0.00,0.00,0.0%,0.00,45,218.70,0.0%,4.86,24,118.80,0.0%,4.95,45,218.70,0.0%,4.86,12,59.40,0.0%,4.95,0.00,0.00,0.0%,0.00,45,218.70,0.0%,4.86,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,49,237.18,0.0%,4.84,0.00,0.00,0.0%,0.00,265.00,1290.18,0.0%,4.87
"ZLP16161 (16x16x1 MERV10 Standard Capacity Pleat)",2,10.40,0.0%,5.20,0.00,0.00,0.0%,0.00,4,25.08,0.0%,6.27,2,10.40,0.0%,5.20,1,6.33,0.0%,6.33,3,18.75,0.0%,6.25,2,10.40,0.0%,5.20,1,6.33,0.0%,6.33,3,18.75,0.0%,6.25,2,10.40,0.0%,5.20,0.00,0.00,0.0%,0.00,3,18.75,0.0%,6.25,23.00,135.59,0.0%,5.90
"ZLP16162 (16x16x2 MERV10 Standard Capacity Pleat)",84,510.36,0.1%,6.08,12,95.64,0.0%,7.97,155,922.91,0.1%,5.95,4,23.96,0.0%,5.99,100,609.56,0.1%,6.10,76,459.60,0.0%,6.05,216,1159.80,0.1%,5.37,128,777.52,0.1%,6.07,4,25.32,0.0%,6.33,232,1251.80,0.1%,5.40,116,704.64,0.1%,6.07,220,1178.76,0.1%,5.36,1347.00,7719.87,0.1%,5.73
"ZLP16182SP (16x18x2 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,60.70,0.0%,12.14,0.00,0.00,0.0%,0.00,5,60.70,0.0%,12.14,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,60.70,0.0%,12.14,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,60.70,0.0%,12.14,0.00,0.00,0.0%,0.00,20.00,242.80,0.0%,12.14
"ZLP16201 (16x20x1 MERV10 Standard Capacity Pleat)",18,80.82,0.0%,4.49,0.00,0.00,0.0%,0.00,153,674.95,0.1%,4.41,24,111.24,0.0%,4.64,142,619.98,0.1%,4.37,2,8.84,0.0%,4.42,48,199.68,0.0%,4.16,150,662.86,0.1%,4.42,18,80.02,0.0%,4.45,40,164.96,0.0%,4.12,24,107.64,0.0%,4.49,38,154.02,0.0%,4.05,657.00,2865.01,0.0%,4.36
"ZLP16202 (16x20x2 MERV10 Standard Capacity Pleat)",246,1121.50,0.1%,4.56,103,497.70,0.0%,4.83,381,1719.60,0.1%,4.51,223,966.90,0.1%,4.34,699,2960.74,0.3%,4.24,260,1211.68,0.1%,4.66,399,1651.98,0.2%,4.14,682,2840.20,0.3%,4.16,86,389.80,0.0%,4.53,587,2499.16,0.3%,4.26,585,2687.02,0.2%,4.59,692,3008.56,0.2%,4.35,4943.00,21554.84,0.2%,4.36
"ZLP16204 (16x20x4 MERV10 Standard Capacity Pleat)",4,25.36,0.0%,6.34,3,19.02,0.0%,6.34,0.00,0.00,0.0%,0.00,16,115.12,0.0%,7.20,3,19.02,0.0%,6.34,4,31.08,0.0%,7.77,76,547.72,0.1%,7.21,0.00,0.00,0.0%,0.00,19,145.38,0.0%,7.65,64,465.10,0.0%,7.27,3,23.31,0.0%,7.77,46,330.96,0.0%,7.19,238.00,1722.07,0.0%,7.24
"ZLP16221 (16x22x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,17.00,0.0%,17.00,0.00,0.00,0.0%,0.00,36,601.92,0.0%,16.72,1,17.00,0.0%,17.00,0.00,0.00,0.0%,0.00,12,140.64,0.0%,11.72,0.00,0.00,0.0%,0.00,4,55.10,0.0%,13.78,0.00,0.00,0.0%,0.00,1,17.34,0.0%,17.34,0.00,0.00,0.0%,0.00,55.00,849.00,0.0%,15.44
